userId,1,2,6,10,25,32,34,36,39,47,50,110,111,150,153,165,185,208,223,231,253,260,288,292,293,296,316,318,329,339,344,349,356,357,364,367,377,380,434,454,457,480,500,527,539,541,586,587,588,589,590,592,593,595,597,608,648,733,736,750,778,780,858,912,919,924,1036,1073,1089,1097,1136,1193,1196,1197,1198,1200,1206,1208,1210,1213,1214,1221,1222,1240,1258,1259,1265,1270,1291,1387,1393,1517,1527,1580,1617,1682,1704,1721,1732,1917,1923,1961,1968,2028,2174,2329,2355,2396,2502,2571,2628,2683,2706,2716,2762,2791,2797,2858,2916,2918,2959,2987,2997,3114,3147,3578,3793,3996,4226,4306,4886,4896,4963,4973,4993,4995,5349,5445,5952,6377,6539,6874,7153,7361,7438,8961,33794,58559,79132
4,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,0.0,3.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,0.0,5.0,5.0,0.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,3.5,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,3.5,4.5,4.5,3.5,4.5,0.0,5.0,4.0,0.0,0.0,0.0,4.5,5.0,0.0,4.0,5.0,0.0,3.5,3.5,4.5,4.0,3.5,3.5,0.0,4.5,4.0,4.0,0.0,5.0,4.0,4.0,4.0,0.0,4.5,0.0,0.0
15,2.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,2.5,5.0,5.0,3.0,5.0,3.0,1.0,3.0,2.0,1.5,4.0,3.5,2.0,5.0,2.0,1.0,5.0,5.0,3.0,2.0,1.5,2.5,2.0,3.0,1.0,3.5,4.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,5.0,2.0,1.0,0.5,4.0,3.0,4.0,5.0,0.0,2.5,5.0,4.0,3.5,1.0,4.0,4.0,2.5,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,2.5,5.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.5,3.0,1.0,4.0,5.0,2.0,4.0,1.5,3.5,2.0,4.5,3.5,4.0,3.0,4.0,1.0,2.0,2.0,5.0,5.0,2.5,1.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,5.0,1.0,4.0,2.0,5.0,1.0,1.0,5.0,5.0,1.0,3.5,1.0,1.5,5.0,0.5,2.0,4.5,4.5,5.0
17,0.0,0.0,4.5,0.0,4.5,4.5,0.0,4.5,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,2.5,0.0,0.0,3.5,2.0,0.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,4.5,0.0,0.0,3.5,0.0,0.0,2.5,0.0,4.5,0.0,5.0,4.5,0.0,4.5,2.5,0.0,5.0,0.0,5.0,4.5,0.0,0.0,0.0,0.0,5.0,0.0,3.5,5.0,0.0,5.0,0.0,3.0,3.5,0.0,4.5,4.5,0.0,0.0,0.0,3.0,0.0,2.5,4.5,0.0,4.0,0.5,4.0,0.0,3.0,0.0,0.0,3.5,0.0,4.0,0.0,4.5,1.0,5.0,0.0,3.0,0.0,0.0,4.5,2.0,0.0,4.5,4.0,3.0,5.0,0.0,5.0,0.0,4.0,4.0,0.0,4.5,5.0,3.5,3.5,0.5,4.0,4.5,4.5,3.0,1.5,4.5,4.5,0.0,0.0,4.5,4.5,4.5,4.5,0.0,0.0,0.0,0.0
19,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,0.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,0.0,4.0,3.0,0.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,0.0,3.0,5.0,3.0,0.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,3.0,0.0,4.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,5.0,4.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,5.0,0.0,3.0,4.0,5.0,4.0,4.0,4.0,0.0,3.0,3.0,5.0,3.0,4.0,0.0,5.0,4.0,5.0,4.0,4.0,0.0,4.0,3.0,3.0,5.0,0.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.5,4.5,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,4.5,1.0,0.0,2.0,5.0,0.0,4.5,4.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.5,0.0,0.0,4.5,0.0,5.0,5.0,0.0,3.5,5.0,0.0,3.5,0.0,0.0,4.0,0.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,4.5,4.0,0.0,2.5,0.0,3.0,0.0,2.5,2.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.5,4.5,0.0,2.5,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,2.5,3.0,4.5,2.0,5.0,4.5,4.0,3.5,2.5,0.0,5.0,0.0,5.0,4.5,4.5,0.0,4.0,4.0,4.0,0.0,4.5,3.5,3.0,0.0,0.0
23,3.0,0.0,3.5,0.0,0.0,4.0,3.5,0.0,0.0,4.5,4.0,3.5,5.0,3.5,3.0,0.0,3.5,0.0,0.0,0.0,3.5,4.5,0.0,2.5,4.0,4.5,3.5,5.0,0.0,0.0,2.0,0.0,4.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.5,3.5,0.0,3.5,2.5,3.0,3.5,0.0,4.0,3.5,2.5,3.5,4.5,4.5,3.0,4.5,4.5,0.0,0.0,4.5,4.5,3.5,5.0,5.0,0.0,3.5,3.0,0.0,3.5,5.0,4.0,4.5,4.5,5.0,4.5,0.0,4.5,5.0,4.0,5.0,0.0,4.5,3.5,3.5,3.5,0.0,4.0,4.5,3.5,3.5,4.0,0.0,3.5,3.5,4.0,5.0,3.5,5.0,4.0,2.0,0.0,4.0,0.0,4.0,3.5,2.5,0.0,4.5,4.0,4.0,2.5,0.0,0.0,3.0,4.0,0.0,0.0,3.5,0.0,4.0,3.5,3.5,4.5,3.5,3.0,4.0,0.0,4.0,4.5,0.0,3.5,3.5,5.0,5.0,4.0,4.5,2.0,3.0,4.0,3.5,4.5,5.0,4.5,4.5,3.5,0.0,3.5,0.0,0.0
26,5.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,3.5,2.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.5,0.5,4.0,0.0,0.0,0.5,0.0,4.5,0.0,0.0,2.0,3.0,3.0,0.0,0.0,3.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.5,0.0,0.0,3.5,2.5,3.0,0.0,0.0,4.5,3.5,4.0,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,3.5,0.0,4.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.5,3.0,2.5,0.0,0.0,4.0,4.0,0.0,0.0,1.5,3.5,0.0,3.0,0.0,0.0,4.0,0.0,1.5,4.5,0.0,3.5,3.5,4.0,4.0,5.0,3.5
